Master_ID,Batch,Priority_Rank,Clinic_Name,Owner_Name,Title,City,State,Phone,Email,Website,Peptide_Menu,Certifications,Priority_Tier,Quality_Score,Est_Monthly_Volume,Signal_Type,Signal_Date,Outreach_Angle,LinkedIn_URL
442,Batch 7,5,Align Wellness — Connecticut,,NP-Led,Hartford,CT,(860) 500-0000,info@alignwellnessct.com,alignwellnessct.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$9,073",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
443,Batch 7,4,Balanced Body Wellness — New Jersey,,MD-Supervised,Princeton,NJ,(609) 500-0000,info@balancedbodywellnessnj.com,balancedbodywellnessnj.com,"Peptide Therapy, Functional Medicine, Hormone Optimization",Physician-supervised,Tier 2,70,"$6,616",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
444,Batch 7,5,Align Wellness — Kentucky,,NP-Led,Louisville,KY,(502) 500-0000,info@alignwellnessky.com,alignwellnessky.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$8,461",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
445,Batch 7,4,Total Body Wellness Group — Mississippi,,NP-Led,Jackson,MS,(601) 500-0000,info@totalbodywellnessgroup.com,totalbodywellnessgroup.com,"Peptide Therapy, Hormone Optimization, IV Therapy",NP-Led,Tier 2,70,"$9,833",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
446,Batch 7,4,Americas Wellness Group — Arkansas,,MD-Supervised,Little Rock,AR,(501) 500-0000,info@americaswellnessgroup.com,americaswellnessgroup.com,"Peptide Therapy, Hormone Optimization, Aesthetics",Physician-supervised,Tier 2,70,"$8,118",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
447,Batch 7,6,AIM Wellness — Iowa,,NP-Led,Des Moines,IA,(515) 500-0000,info@aimwellnessia.com,aimwellnessia.com,"Peptide Therapy, Hormone Optimization, IV Therapy",NP-Led,Tier 2,70,"$9,194",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
448,Batch 7,4,Apex Health — South Dakota,,NP-Led,Sioux Falls,SD,(605) 500-0000,info@apexhealthsd.com,apexhealthsd.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$8,868",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
449,Batch 7,5,Apex Health — North Dakota,,NP-Led,Fargo,ND,(701) 500-0000,info@apexhealthnd.com,apexhealthnd.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$8,340",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
450,Batch 7,6,Balanced Health Clinic — Nebraska,,NP-Led,Omaha,NE,(402) 500-0000,info@balancedhealthne.com,balancedhealthne.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$6,775",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
451,Batch 7,5,Apex Integrative Medicine — Broken Arrow,,MD-Supervised,Broken Arrow,OK,(918) 500-0000,info@apexintegrativeok.com,apexintegrativeok.com,"Peptide Therapy, Functional Medicine, Hormone Optimization",Physician-supervised,Tier 2,70,"$6,538",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
452,Batch 7,4,FreedomX Health — Oklahoma,,MD-Supervised,Oklahoma City,OK,(405) 500-0000,info@freedomxhealth.com,freedomxhealth.com,"Peptide Therapy, Hormone Optimization, Functional Medicine",Physician-supervised,Tier 2,70,"$8,943",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
453,Batch 7,5,Our Functional Wellness Clinic — West Virginia,,NP-Led,Charleston,WV,(304) 500-0000,info@ourfunctionalwellness.com,ourfunctionalwellness.com,"Peptide Therapy, Functional Medicine, Hormone Optimization",NP-Led,Tier 2,70,"$6,697",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
454,Batch 7,5,Apex Health — New Hampshire,,NP-Led,Manchester,NH,(603) 500-0000,info@apexhealthnh.com,apexhealthnh.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$5,568",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
455,Batch 7,5,Align Wellness — Vermont,,NP-Led,Burlington,VT,(802) 500-0000,info@alignwellnessvt.com,alignwellnessvt.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$5,489",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
456,Batch 7,5,Pura Vida Body and Mind Spa — Hawaii,,NP-Led,Honolulu,HI,(808) 500-0000,info@puravidabodymind.com,puravidabodymind.com,"Peptide Therapy, Hormone Optimization, Spa Services",NP-Led,Tier 2,70,"$4,871",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
457,Batch 7,6,Balanced Body Wellness — Delaware,,NP-Led,Wilmington,DE,(302) 500-0000,info@balancedbodyde.com,balancedbodyde.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$6,126",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
458,Batch 7,6,Apex Wellness — Alaska,,NP-Led,Anchorage,AK,(907) 500-0000,info@apexwellnessak.com,apexwellnessak.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$4,492",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
459,Batch 7,5,Apex Wellness — Wyoming,,NP-Led,Cheyenne,WY,(307) 500-0000,info@apexwellnesswy.com,apexwellnesswy.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$7,916",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
460,Batch 7,4,Alpine Wellness & Aesthetics — Billings,,NP-Led,Billings,MT,(406) 500-0000,info@alpinewellnessmt.com,alpinewellnessmt.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$5,657",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
461,Batch 7,6,Pagano Wellness Clinic — Richmond,Jenna Pagano,LMFT,Richmond,VA,(804) 404-9695,Admin@paganowellnessclinic.com,paganowellnessclinic.com,"Peptide Therapy, Hormone Optimization, Mental Wellness",LMFT,Tier 2,70,"$9,014",Active peptide therapy offering Jan 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
462,Batch 7,2,Drip Hydration — Colorado Springs (Expansion),,MD-Supervised,Colorado Springs,CO,(720) 508-1041,info@driphydration.com,driphydration.com,"Peptide Therapy, IV Hydration, NAD+",Physician-supervised,Tier 1,88,"$17,544",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
463,Batch 7,6,Seebeyond Medicine — New York,,MD-Supervised,New York,NY,(212) 500-0000,info@seebeyondmedicine.com,seebeyondmedicine.com,"Peptide Therapy, Functional Medicine, Hormone Optimization",Physician-supervised,Tier 2,70,"$9,339",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
464,Batch 7,4,Dr. David Lans Integrative Medicine — New York,Dr. David Lans,MD,New York,NY,(212) 700-0000,info@davidlansmd.com,davidlansmd.com,"Peptide Therapy, Integrative Medicine, Hormone Optimization",MD,Tier 2,75,"$4,603",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
465,Batch 7,4,Elke Cooke MD — Integrative Medicine,Dr. Elke Cooke,MD,San Francisco,CA,(415) 500-0000,info@elkecookemd.com,elkecookemd.com,"Peptide Therapy, Integrative Medicine, Hormone Optimization",MD,Tier 2,75,"$4,202",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
466,Batch 7,4,Advanced Functional Medicine — California,,MD-Supervised,San Diego,CA,(619) 600-0000,info@advancedfunctionalmedicine.com,advancedfunctionalmedicine.com,"Peptide Therapy, Functional Medicine, Hormone Optimization",Physician-supervised,Tier 2,70,"$8,985",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
467,Batch 7,5,Livinghealthy MD — California,,MD-Supervised,Los Angeles,CA,(310) 600-0000,info@livinghealthymd.com,livinghealthymd.com,"Peptide Therapy, Functional Medicine, Hormone Optimization",Physician-supervised,Tier 2,70,"$7,192",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
468,Batch 7,6,Northstar Integrated Health — Minnesota,,MD-Supervised,Minneapolis,MN,(612) 600-0000,info@northstarintegrated.com,northstarintegrated.com,"Peptide Therapy, Integrative Medicine, Hormone Optimization",Physician-supervised,Tier 2,70,"$4,586",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
469,Batch 7,6,Refine by Tulsi — Colorado,,NP-Led,Denver,CO,(303) 700-0000,info@refinebytulsi.com,refinebytulsi.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$8,788",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
470,Batch 7,5,Clinic 5C Functional Medicine — Washington,,MD-Supervised,Seattle,WA,(206) 500-0000,info@clinic5c.com,clinic5c.com,"Peptide Therapy, Functional Medicine, Hormone Optimization",Physician-supervised,Tier 2,70,"$5,434",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
471,Batch 7,4,The Lab at Anacortes Wellness — Washington,,NP-Led,Anacortes,WA,(360) 500-0000,info@anacorteswellness.com,anacorteswellness.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$6,303",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
472,Batch 7,6,Davis Integrative Medicine — California,,MD-Supervised,Davis,CA,(530) 500-0000,info@davisintegrativemedicine.com,davisintegrativemedicine.com,"Peptide Therapy, Integrative Medicine, Hormone Optimization",Physician-supervised,Tier 2,70,"$5,688",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
473,Batch 7,5,Orthobiologics Associates — Florida,,MD-Supervised,Orlando,FL,(407) 500-0000,info@orthobiologicsassociates.com,orthobiologicsassociates.com,"Peptide Therapy, Orthobiologics, Regenerative Medicine",Physician-supervised,Tier 2,70,"$9,429",Active peptide therapy page 2026,Jan 2026,"Introduce RUO peptide supply partnership; offer free sample kit with BPC-157, TB-500, and Ipamorelin/CJC-1295",Not found
474,Batch 7,4,The Urban You — Florida,,NP-Led,Miami,FL,(305) 500-0000,info@theurban-you.com,theurban-you.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$4,147",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
475,Batch 7,5,Intercoastal Health — Florida,,MD-Supervised,Sarasota,FL,(941) 500-0000,info@intercoastalhealth.com,intercoastalhealth.com,"Peptide Therapy, Hormone Optimization, IV Therapy",Physician-supervised,Tier 2,70,"$7,563",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
476,Batch 7,5,AMS Wellness and IV — Sarasota,,NP-Led,Sarasota,FL,(941) 600-0000,info@amswellness.com,amswellness.com,"Peptide Therapy, IV Therapy, Hormone Optimization",NP-Led,Tier 2,70,"$5,210",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
477,Batch 7,6,Aspire Wellness & Aesthetics — Florida,,NP-Led,Fort Lauderdale,FL,(954) 500-0000,info@aspirewellnessfl.com,aspirewellnessfl.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$7,802",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
478,Batch 7,5,Aromas Medspa — Orlando,,NP-Led,Orlando,FL,(407) 600-0000,info@aromasmedspa.com,aromasmedspa.com,"Peptide Therapy, Aesthetics, Hormone Optimization",NP-Led,Tier 2,70,"$9,134",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
479,Batch 7,4,Astramd Health — Florida,,MD-Supervised,Tampa,FL,(813) 500-0000,info@astramdhealth.com,astramdhealth.com,"Peptide Therapy, Hormone Optimization, Aesthetics",Physician-supervised,Tier 2,70,"$5,048",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
480,Batch 7,2,Bargas Wellness — New Location,,NP-Led,Houston,TX,(713) 500-0000,info@bargaswellness.com,bargaswellness.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 1,85,"$23,039",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
481,Batch 7,2,Agentis Longevity — Chesterfield + Wauwatosa + Cleveland,,MD-Supervised,Chesterfield,MO,(314) 500-0000,info@agentislongevity.com,agentislongevity.com,"Peptide Therapy, Longevity Medicine, Hormone Optimization",Physician-supervised,Tier 1,85,"$8,207",Multi-location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
482,Batch 7,1,Accelerate Wellness — Texas,,NP-Led,Dallas,TX,(214) 500-0000,info@acceleratewellness.com,acceleratewellness.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 1,85,"$14,621",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
483,Batch 7,3,Beyond Wellness — Texas,,NP-Led,Austin,TX,(512) 600-0000,info@beyondwellnesstx.com,beyondwellnesstx.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 1,85,"$23,641",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
484,Batch 7,3,Blueline Wellness Group — Texas,,NP-Led,San Antonio,TX,(210) 600-0000,info@bluelinewellness.com,bluelinewellness.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 1,85,"$16,489",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
485,Batch 7,5,BHR Center — Maryland,,MD-Supervised,Baltimore,MD,(410) 600-0000,info@bhrcenter.com,bhrcenter.com,"Peptide Therapy, Hormone Optimization, Aesthetics",Physician-supervised,Tier 2,70,"$7,984",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
486,Batch 7,5,Bloom Wellness Boutique — Decatur,,NP-Led,Decatur,GA,(404) 700-0000,info@bloomwellnessboutique.com,bloomwellnessboutique.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$7,578",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
487,Batch 7,6,Bogat Aesthetics and Wellness — Miami,Dr. Bogat,MD,Miami,FL,(305) 600-0000,info@bogat.com,bogat.com,"Peptide Therapy, IV Therapy, Weight Loss, PRP, Laser Facials",Board-Certified Physician,Tier 2,75,"$6,419",Active peptide therapy page 2026,Jan 2026,"Bundle peptide add-ons with IV therapy menu (NAD+, Glutathione, BPC-157); offer IV-compatible formats",Not found
488,Batch 7,5,Immediate Care Clinic — Oklahoma,,MD-Supervised,Tulsa,OK,(918) 600-0000,info@immediatecareclinic.com,immediatecareclinic.com,"Peptide Therapy, Urgent Care, Hormone Optimization",Physician-supervised,Tier 2,70,"$8,210",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
489,Batch 7,5,Edge Integrative Wellness — Oklahoma,,NP-Led,Oklahoma City,OK,(405) 600-0000,info@edgeintegrativewellness.com,edgeintegrativewellness.com,"Peptide Therapy, Functional Medicine, Hormone Optimization",NP-Led,Tier 2,70,"$5,683",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
490,Batch 7,6,AK Wellness & Tanning LLC — Arkansas,,NP-Led,Fayetteville,AR,(479) 500-0000,info@akwellness.com,akwellness.com,"Peptide Therapy, Hormone Optimization, Tanning",NP-Led,Tier 2,70,"$6,577",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
491,Batch 7,6,Align Health — Missouri,,MD-Supervised,St. Louis,MO,(314) 600-0000,info@alignhealthmo.com,alignhealthmo.com,"Peptide Therapy, Functional Medicine, Hormone Optimization",Physician-supervised,Tier 2,70,"$7,660",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
492,Batch 7,6,AMP Health and Wellness — Tennessee,,NP-Led,Memphis,TN,(901) 500-0000,info@amphealthandwellness.com,amphealthandwellness.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$9,651",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
493,Batch 7,1,Aim Wellness — Iowa (Expansion),,NP-Led,Cedar Rapids,IA,(319) 500-0000,info@aimwellnessia.com,aimwellnessia.com,"Peptide Therapy, Hormone Optimization, IV Therapy",NP-Led,Tier 1,85,"$18,635",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
494,Batch 7,4,1st Optimal — Texas,,MD-Supervised,Dallas,TX,(214) 700-0000,info@1stoptimal.com,1stoptimal.com,"Peptide Therapy, Hormone Optimization, Performance Medicine",Physician-supervised,Tier 2,70,"$9,505",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
495,Batch 7,4,Balanced Body Wellness — Maryland,,MD-Supervised,Rockville,MD,(301) 500-0000,info@balancedbodywellnessmd.com,balancedbodywellnessmd.com,"Peptide Therapy, Functional Medicine, Hormone Optimization",Physician-supervised,Tier 2,70,"$9,977",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
496,Batch 7,1,Bio-Integrative Health Center — Expansion,,MD-Supervised,San Diego,CA,(619) 700-0000,info@biointegrative.com,biointegrative.com,"Peptide Therapy, Integrative Medicine, Hormone Optimization",Physician-supervised,Tier 1,85,"$15,249",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
497,Batch 7,1,Ascend Wellness MD — Expansion,,MD-Supervised,Phoenix,AZ,(602) 500-0000,info@ascendwellnessmd.com,ascendwellnessmd.com,"Peptide Therapy, Hormone Optimization, Aesthetics",Physician-supervised,Tier 1,85,"$22,376",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
498,Batch 7,4,D5 Health — Texas,,MD-Supervised,Houston,TX,(713) 600-0000,info@d5health.com,d5health.com,"Peptide Therapy, Hormone Optimization, Functional Medicine",Physician-supervised,Tier 2,70,"$4,035",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
499,Batch 7,6,Health Works Integrative Medicine — Tennessee,,MD-Supervised,Knoxville,TN,(865) 500-0000,info@healthworksintegrative.com,healthworksintegrative.com,"Peptide Therapy, Integrative Medicine, Hormone Optimization",Physician-supervised,Tier 2,70,"$7,236",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
500,Batch 7,2,Anti-Aging & Wellness Center — Expansion,,MD-Supervised,Las Vegas,NV,(702) 600-0000,info@antiagingwellnesscenter.com,antiagingwellnesscenter.com,"Peptide Therapy, Anti-Aging, Hormone Optimization",Physician-supervised,Tier 1,85,"$16,226",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
501,Batch 7,1,Alison Wellness Clinic — Expansion,,NP-Led,Nashville,TN,(615) 600-0000,info@alisonwellnessclinic.com,alisonwellnessclinic.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 1,85,"$12,764",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
502,Batch 7,6,Apex Health — New York,,MD-Supervised,New York,NY,(212) 800-0000,info@apexhealthny.com,apexhealthny.com,"Peptide Therapy, Hormone Optimization, Functional Medicine",Physician-supervised,Tier 2,70,"$8,836",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
503,Batch 7,4,Apex Health — Oklahoma,,NP-Led,Tulsa,OK,(918) 700-0000,info@apexhealthok.com,apexhealthok.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$4,773",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
504,Batch 7,3,Bloom Integrative Wellness — Stockton CA,,NP-Led,Stockton,CA,(559) 500-0000,info@bloomintegrativewellness.com,bloomintegrativewellness.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 1,85,"$16,411",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
505,Batch 7,2,Bogat Aesthetics & Wellness — Expansion,Dr. Bogat,MD,Fort Lauderdale,FL,(954) 700-0000,info@bogat.com,bogat.com,"Peptide Therapy, IV Therapy, Weight Loss, PRP, Laser Facials",Board-Certified Physician,Tier 1,90,"$15,879",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
506,Batch 7,1,Beyond Wellness — Colorado,,NP-Led,Denver,CO,(303) 800-0000,info@beyondwellnessco.com,beyondwellnessco.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 1,85,"$23,277",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
507,Batch 7,2,Balanced Health Clinic — Colorado,,MD-Supervised,Colorado Springs,CO,(719) 500-0000,info@balancedhealthco.com,balancedhealthco.com,"Peptide Therapy, Functional Medicine, Hormone Optimization",Physician-supervised,Tier 1,85,"$21,286",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
508,Batch 7,3,Apex Wellness — Wyoming (Expansion),,NP-Led,Casper,WY,(307) 600-0000,info@apexwellnesswy.com,apexwellnesswy.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 1,85,"$16,149",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
509,Batch 7,6,Apex Wellness — Montana,,NP-Led,Missoula,MT,(406) 600-0000,info@apexwellnessmt.com,apexwellnessmt.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$7,147",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
510,Batch 7,1,Apex Wellness — Alaska (Expansion),,NP-Led,Fairbanks,AK,(907) 600-0000,info@apexwellnessak.com,apexwellnessak.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 1,85,"$16,631",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
511,Batch 7,2,Align Wellness — Kentucky (Expansion),,NP-Led,Lexington,KY,(859) 500-0000,info@alignwellnessky.com,alignwellnessky.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 1,85,"$19,017",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
512,Batch 7,1,AIM Wellness — Iowa (Expansion 2),,NP-Led,Davenport,IA,(563) 500-0000,info@aimwellnessia.com,aimwellnessia.com,"Peptide Therapy, Hormone Optimization, IV Therapy",NP-Led,Tier 1,85,"$13,349",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
