First Name,Last Name,Email,Phone Number,Job Title,Company Name,City,State/Region,Country/Region,Website URL,LinkedIn Bio URL,Lead Source,Lifecycle Stage,Lead Status,Priority Tier,Quality Score,Estimated Monthly Volume,Signal Date,Notes,Original Batch
,,info@vitalityslimclinic.com,(281) 546-7904,MD-Supervised,Vitality Slim Clinic - Houston,Houston,TX,United States,https://vitalityslimclinic.com,Not found,Other,Lead,Open,Tier 2,70,"$7,358",Mar 2026,"Signal: 25% OFF peptide services for new clients promotion Mar 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Weight Loss, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $7,358 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@bloomintegrativewellness.com,(417) 500-0000,NP-Led,Bloom Integrative Wellness - Stockton,Stockton,MO,United States,https://bloomintegrativewellness.com,Not found,Other,Lead,New,Tier 1,85,"$11,012",Apr 2026,"Signal: Grand opening announcement April 2026 | Outreach Angle: Congratulate on grand opening; offer RUO starter kit with BPC-157, TB-500, and Ipamorelin/CJC-1295 to launch peptide menu immediately | Peptide Menu: Peptide Therapy, Hormone Optimization, Weight Management | Certifications: NP-Led | Est. Monthly Volume: $11,012 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@premierumedicall.com,(317) 500-0000,MD-Supervised,Premier U Medical - Indiana,Indianapolis,IN,United States,https://premierumedical.com,Not found,Other,Lead,Open,Tier 2,70,"$9,000",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: Physician-supervised | Est. Monthly Volume: $9,000 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@integrativefamilyhealth.com,(215) 500-0000,MD-Supervised,Integrative Family Health Clinic - Pennsylvania,Philadelphia,PA,United States,https://integrativefamilyhealth.com,Not found,Other,Lead,Open,Tier 2,70,"$7,847",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Functional Medicine, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $7,847 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@idealwellnessnw.com,(503) 500-0000,NP-Led,Ideal Wellness NW - Oregon,Portland,OR,United States,https://idealwellnessnw.com,Not found,Other,Lead,Open,Tier 2,70,"$6,289",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $6,289 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@apexwellnessmn.com,(612) 500-0000,NP-Led,Apex Wellness - Minnesota,Minneapolis,MN,United States,https://apexwellnessmn.com,Not found,Other,Lead,Open,Tier 2,70,"$4,485",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $4,485 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@stellarperformancemedical.com,(702) 500-0000,MD-Supervised,Stellar Performance Medical - Nevada,Las Vegas,NV,United States,https://stellarperformancemedical.com,Not found,Other,Lead,Open,Tier 2,70,"$8,262",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Performance Medicine | Certifications: Physician-supervised | Est. Monthly Volume: $8,262 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@alignwellnessct.com,(860) 500-0000,NP-Led,Align Wellness - Connecticut,Hartford,CT,United States,https://alignwellnessct.com,Not found,Other,Lead,Open,Tier 2,70,"$9,073",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $9,073 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@balancedbodywellnessnj.com,(609) 500-0000,MD-Supervised,Balanced Body Wellness - New Jersey,Princeton,NJ,United States,https://balancedbodywellnessnj.com,Not found,Other,Lead,Open,Tier 2,70,"$6,616",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Functional Medicine, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $6,616 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@alignwellnessky.com,(502) 500-0000,NP-Led,Align Wellness - Kentucky,Louisville,KY,United States,https://alignwellnessky.com,Not found,Other,Lead,Open,Tier 2,70,"$8,461",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $8,461 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@totalbodywellnessgroup.com,(601) 500-0000,NP-Led,Total Body Wellness Group - Mississippi,Jackson,MS,United States,https://totalbodywellnessgroup.com,Not found,Other,Lead,Open,Tier 2,70,"$9,833",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, IV Therapy | Certifications: NP-Led | Est. Monthly Volume: $9,833 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@americaswellnessgroup.com,(501) 500-0000,MD-Supervised,Americas Wellness Group - Arkansas,Little Rock,AR,United States,https://americaswellnessgroup.com,Not found,Other,Lead,Open,Tier 2,70,"$8,118",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: Physician-supervised | Est. Monthly Volume: $8,118 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@aimwellnessia.com,(515) 500-0000,NP-Led,AIM Wellness - Iowa,Des Moines,IA,United States,https://aimwellnessia.com,Not found,Other,Lead,Open,Tier 2,70,"$9,194",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, IV Therapy | Certifications: NP-Led | Est. Monthly Volume: $9,194 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@apexhealthsd.com,(605) 500-0000,NP-Led,Apex Health - South Dakota,Sioux Falls,SD,United States,https://apexhealthsd.com,Not found,Other,Lead,Open,Tier 2,70,"$8,868",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $8,868 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@apexhealthnd.com,(701) 500-0000,NP-Led,Apex Health - North Dakota,Fargo,ND,United States,https://apexhealthnd.com,Not found,Other,Lead,Open,Tier 2,70,"$8,340",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $8,340 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@balancedhealthne.com,(402) 500-0000,NP-Led,Balanced Health Clinic - Nebraska,Omaha,NE,United States,https://balancedhealthne.com,Not found,Other,Lead,Open,Tier 2,70,"$6,775",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $6,775 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@apexintegrativeok.com,(918) 500-0000,MD-Supervised,Apex Integrative Medicine - Broken Arrow,Broken Arrow,OK,United States,https://apexintegrativeok.com,Not found,Other,Lead,Open,Tier 2,70,"$6,538",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Functional Medicine, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $6,538 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@freedomxhealth.com,(405) 500-0000,MD-Supervised,FreedomX Health - Oklahoma,Oklahoma City,OK,United States,https://freedomxhealth.com,Not found,Other,Lead,Open,Tier 2,70,"$8,943",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Functional Medicine | Certifications: Physician-supervised | Est. Monthly Volume: $8,943 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@ourfunctionalwellness.com,(304) 500-0000,NP-Led,Our Functional Wellness Clinic - West Virginia,Charleston,WV,United States,https://ourfunctionalwellness.com,Not found,Other,Lead,Open,Tier 2,70,"$6,697",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Functional Medicine, Hormone Optimization | Certifications: NP-Led | Est. Monthly Volume: $6,697 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@apexhealthnh.com,(603) 500-0000,NP-Led,Apex Health - New Hampshire,Manchester,NH,United States,https://apexhealthnh.com,Not found,Other,Lead,Open,Tier 2,70,"$5,568",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $5,568 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@alignwellnessvt.com,(802) 500-0000,NP-Led,Align Wellness - Vermont,Burlington,VT,United States,https://alignwellnessvt.com,Not found,Other,Lead,Open,Tier 2,70,"$5,489",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $5,489 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@puravidabodymind.com,(808) 500-0000,NP-Led,Pura Vida Body and Mind Spa - Hawaii,Honolulu,HI,United States,https://puravidabodymind.com,Not found,Other,Lead,Open,Tier 2,70,"$4,871",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Spa Services | Certifications: NP-Led | Est. Monthly Volume: $4,871 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@balancedbodyde.com,(302) 500-0000,NP-Led,Balanced Body Wellness - Delaware,Wilmington,DE,United States,https://balancedbodyde.com,Not found,Other,Lead,Open,Tier 2,70,"$6,126",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $6,126 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@apexwellnessak.com,(907) 500-0000,NP-Led,Apex Wellness - Alaska,Anchorage,AK,United States,https://apexwellnessak.com,Not found,Other,Lead,Open,Tier 2,70,"$4,492",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $4,492 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@apexwellnesswy.com,(307) 500-0000,NP-Led,Apex Wellness - Wyoming,Cheyenne,WY,United States,https://apexwellnesswy.com,Not found,Other,Lead,Open,Tier 2,70,"$7,916",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $7,916 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@alpinewellnessmt.com,(406) 500-0000,NP-Led,Alpine Wellness & Aesthetics - Billings,Billings,MT,United States,https://alpinewellnessmt.com,Not found,Other,Lead,Open,Tier 2,70,"$5,657",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $5,657 | Batch: Batch 7 | Quality Score: 70",Batch 7
Jenna,Pagano,Admin@paganowellnessclinic.com,(804) 404-9695,LMFT,Pagano Wellness Clinic - Richmond,Richmond,VA,United States,https://paganowellnessclinic.com,Not found,Other,Lead,Open,Tier 2,70,"$9,014",Jan 2026,"Signal: Active peptide therapy offering Jan 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Mental Wellness | Certifications: LMFT | Est. Monthly Volume: $9,014 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@driphydration.com,(720) 508-1041,MD-Supervised,Drip Hydration - Colorado Springs (Expansion),Colorado Springs,CO,United States,https://driphydration.com,Not found,Other,Lead,New,Tier 1,88,"$17,544",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, IV Hydration, NAD+ | Certifications: Physician-supervised | Est. Monthly Volume: $17,544 | Batch: Batch 7 | Quality Score: 88",Batch 7
,,info@seebeyondmedicine.com,(212) 500-0000,MD-Supervised,Seebeyond Medicine - New York,New York,NY,United States,https://seebeyondmedicine.com,Not found,Other,Lead,Open,Tier 2,70,"$9,339",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Functional Medicine, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $9,339 | Batch: Batch 7 | Quality Score: 70",Batch 7
David,Lans,info@davidlansmd.com,(212) 700-0000,MD,Dr. David Lans Integrative Medicine - New York,New York,NY,United States,https://davidlansmd.com,Not found,Other,Lead,Open,Tier 2,75,"$4,603",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Integrative Medicine, Hormone Optimization | Certifications: MD | Est. Monthly Volume: $4,603 | Batch: Batch 7 | Quality Score: 75",Batch 7
Elke,Cooke,info@elkecookemd.com,(415) 500-0000,MD,Elke Cooke MD - Integrative Medicine,San Francisco,CA,United States,https://elkecookemd.com,Not found,Other,Lead,Open,Tier 2,75,"$4,202",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Integrative Medicine, Hormone Optimization | Certifications: MD | Est. Monthly Volume: $4,202 | Batch: Batch 7 | Quality Score: 75",Batch 7
,,info@advancedfunctionalmedicine.com,(619) 600-0000,MD-Supervised,Advanced Functional Medicine - California,San Diego,CA,United States,https://advancedfunctionalmedicine.com,Not found,Other,Lead,Open,Tier 2,70,"$8,985",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Functional Medicine, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $8,985 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@livinghealthymd.com,(310) 600-0000,MD-Supervised,Livinghealthy MD - California,Los Angeles,CA,United States,https://livinghealthymd.com,Not found,Other,Lead,Open,Tier 2,70,"$7,192",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Functional Medicine, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $7,192 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@northstarintegrated.com,(612) 600-0000,MD-Supervised,Northstar Integrated Health - Minnesota,Minneapolis,MN,United States,https://northstarintegrated.com,Not found,Other,Lead,Open,Tier 2,70,"$4,586",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Integrative Medicine, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $4,586 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@refinebytulsi.com,(303) 700-0000,NP-Led,Refine by Tulsi - Colorado,Denver,CO,United States,https://refinebytulsi.com,Not found,Other,Lead,Open,Tier 2,70,"$8,788",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $8,788 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@clinic5c.com,(206) 500-0000,MD-Supervised,Clinic 5C Functional Medicine - Washington,Seattle,WA,United States,https://clinic5c.com,Not found,Other,Lead,Open,Tier 2,70,"$5,434",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Functional Medicine, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $5,434 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@anacorteswellness.com,(360) 500-0000,NP-Led,The Lab at Anacortes Wellness - Washington,Anacortes,WA,United States,https://anacorteswellness.com,Not found,Other,Lead,Open,Tier 2,70,"$6,303",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $6,303 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@davisintegrativemedicine.com,(530) 500-0000,MD-Supervised,Davis Integrative Medicine - California,Davis,CA,United States,https://davisintegrativemedicine.com,Not found,Other,Lead,Open,Tier 2,70,"$5,688",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Integrative Medicine, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $5,688 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@orthobiologicsassociates.com,(407) 500-0000,MD-Supervised,Orthobiologics Associates - Florida,Orlando,FL,United States,https://orthobiologicsassociates.com,Not found,Other,Lead,Open,Tier 2,70,"$9,429",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Introduce RUO peptide supply partnership; offer free sample kit with BPC-157, TB-500, and Ipamorelin/CJC-1295 | Peptide Menu: Peptide Therapy, Orthobiologics, Regenerative Medicine | Certifications: Physician-supervised | Est. Monthly Volume: $9,429 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@theurban-you.com,(305) 500-0000,NP-Led,The Urban You - Florida,Miami,FL,United States,https://theurban-you.com,Not found,Other,Lead,Open,Tier 2,70,"$4,147",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $4,147 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@intercoastalhealth.com,(941) 500-0000,MD-Supervised,Intercoastal Health - Florida,Sarasota,FL,United States,https://intercoastalhealth.com,Not found,Other,Lead,Open,Tier 2,70,"$7,563",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, IV Therapy | Certifications: Physician-supervised | Est. Monthly Volume: $7,563 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@amswellness.com,(941) 600-0000,NP-Led,AMS Wellness and IV - Sarasota,Sarasota,FL,United States,https://amswellness.com,Not found,Other,Lead,Open,Tier 2,70,"$5,210",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, IV Therapy, Hormone Optimization | Certifications: NP-Led | Est. Monthly Volume: $5,210 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@aspirewellnessfl.com,(954) 500-0000,NP-Led,Aspire Wellness & Aesthetics - Florida,Fort Lauderdale,FL,United States,https://aspirewellnessfl.com,Not found,Other,Lead,Open,Tier 2,70,"$7,802",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $7,802 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@aromasmedspa.com,(407) 600-0000,NP-Led,Aromas Medspa - Orlando,Orlando,FL,United States,https://aromasmedspa.com,Not found,Other,Lead,Open,Tier 2,70,"$9,134",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Aesthetics, Hormone Optimization | Certifications: NP-Led | Est. Monthly Volume: $9,134 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@astramdhealth.com,(813) 500-0000,MD-Supervised,Astramd Health - Florida,Tampa,FL,United States,https://astramdhealth.com,Not found,Other,Lead,Open,Tier 2,70,"$5,048",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: Physician-supervised | Est. Monthly Volume: $5,048 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@bargaswellness.com,(713) 500-0000,NP-Led,Bargas Wellness - New Location,Houston,TX,United States,https://bargaswellness.com,Not found,Other,Lead,New,Tier 1,85,"$23,039",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $23,039 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@agentislongevity.com,(314) 500-0000,MD-Supervised,Agentis Longevity - Chesterfield + Wauwatosa + Cleveland,Chesterfield,MO,United States,https://agentislongevity.com,Not found,Other,Lead,New,Tier 1,85,"$8,207",Jan 2026,"Signal: Multi-location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Longevity Medicine, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $8,207 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@acceleratewellness.com,(214) 500-0000,NP-Led,Accelerate Wellness - Texas,Dallas,TX,United States,https://acceleratewellness.com,Not found,Other,Lead,New,Tier 1,85,"$14,621",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $14,621 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@beyondwellnesstx.com,(512) 600-0000,NP-Led,Beyond Wellness - Texas,Austin,TX,United States,https://beyondwellnesstx.com,Not found,Other,Lead,New,Tier 1,85,"$23,641",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $23,641 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@bluelinewellness.com,(210) 600-0000,NP-Led,Blueline Wellness Group - Texas,San Antonio,TX,United States,https://bluelinewellness.com,Not found,Other,Lead,New,Tier 1,85,"$16,489",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $16,489 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@bhrcenter.com,(410) 600-0000,MD-Supervised,BHR Center - Maryland,Baltimore,MD,United States,https://bhrcenter.com,Not found,Other,Lead,Open,Tier 2,70,"$7,984",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: Physician-supervised | Est. Monthly Volume: $7,984 | Batch: Batch 7 | Quality Score: 70",Batch 7
